latitude,longitude,value
-24.25,-71.75,53.37
-24.25,-71.25,53.37
-24.25,-70.75,43.84
-24.25,-70.25,43.84
-24.25,-69.75,15.69
-24.25,-69.25,15.69
-24.25,-68.75,14.81
-24.25,-68.25,14.81
-24.25,-67.75,32.4
-24.25,-67.25,32.4
-24.25,-66.75,51.47
-24.25,-66.25,51.47
-24.25,-65.75,74.34
-24.25,-65.25,74.34
-24.25,-64.75,79.33
-24.25,-64.25,79.33
-24.25,-63.75,64.22
-24.25,-63.25,64.22
-24.25,-62.75,54.99
-24.25,-62.25,54.99
-24.25,-61.75,46.77
-24.25,-61.25,46.77
-24.25,-60.75,44.57
-24.25,-60.25,44.57
-24.25,-59.75,45.16
-24.25,-59.25,45.16
-24.25,-58.75,45.31
-24.25,-58.25,45.31
-24.25,-57.75,47.51
-24.25,-57.25,47.51
-24.25,-56.75,48.53
-24.25,-56.25,48.53
-24.25,-55.75,52.05
-24.25,-55.25,52.05
-24.25,-54.75,55.43
-24.25,-54.25,55.43
-24.25,-53.75,57.48
-24.25,-53.25,57.48
-24.25,-52.75,60.12
-24.25,-52.25,60.12
-24.25,-51.75,63.2
-24.25,-51.25,63.2
-24.25,-50.75,66.86
-24.25,-50.25,66.86
-24.25,-49.75,68.48
-24.25,-49.25,68.48
-24.25,-48.75,72.58
-24.25,-48.25,72.58
-24.25,-47.75,74.63
-24.25,-47.25,74.63
-24.25,-46.75,67.45
-24.25,-46.25,67.45
-24.25,-45.75,65.09
-24.25,-45.25,65.09
-24.25,138.25,22.46
-24.25,138.75,22.46
-24.25,139.25,20.66
-24.25,139.75,20.66
-24.25,140.25,23.13
-24.25,140.75,23.13
-24.25,141.25,21.83
-24.25,141.75,21.83
-24.25,142.25,20.44
-24.25,142.75,20.44
-24.25,143.25,20.97
-24.25,143.75,20.97
-24.25,144.25,21.11
-24.25,144.75,21.11
-24.25,145.25,22.14
-24.25,145.75,22.14
-24.25,146.25,23.31
-24.25,146.75,23.31
-24.25,147.25,24.93
-24.25,147.75,24.93
-24.25,148.25,29.03
-24.25,148.75,29.03
-24.25,149.25,28.45
-24.25,149.75,28.45
-24.25,150.25,26.98
-24.25,150.75,26.98
-24.25,151.25,27.57
-24.25,151.75,27.57
-24.25,152.25,29.03
-24.25,152.75,29.03
-24.25,153.25,33.87
-24.25,153.75,33.87
-24.25,154.25,40.76
-24.25,154.75,40.76
-24.25,155.25,36.66
-24.25,155.75,36.66
-24.25,156.25,36.66
-24.25,156.75,36.66
-24.25,157.25,39.15
-24.25,157.75,39.15
-24.25,158.25,40.18
-24.25,158.75,40.18
-24.25,159.25,38.56
-24.25,159.75,38.56
-24.25,160.25,38.27
-24.25,160.75,38.27
-24.25,161.25,41.5
-24.25,161.75,41.5
-24.25,162.25,41.79
-24.25,162.75,41.79
-24.25,163.25,45.01
-24.25,163.75,45.01
-24.25,164.25,45.89
-24.25,164.75,45.89
-24.25,165.25,41.35
-24.25,165.75,41.35
-24.25,166.25,40.91
-24.25,166.75,40.91
-24.25,167.25,45.31
-24.25,167.75,45.31
-24.25,168.25,45.45
-24.25,168.75,45.45
-24.25,169.25,46.77
-24.25,169.75,46.77
-24.25,170.25,41.5
-24.25,170.75,41.5
-24.25,171.25,43.26
-24.25,171.75,43.26
-24.25,172.25,47.8
-24.25,172.75,47.8
-24.25,173.25,47.36
-24.25,173.75,47.36
-24.25,174.25,46.48
-24.25,174.75,46.48
-24.25,175.25,47.51
-24.25,175.75,47.51
-24.25,176.25,46.77
-24.25,176.75,46.77
-24.25,177.25,49.71
-24.25,177.75,49.71
-24.25,178.25,48.68
-24.25,178.75,48.68
-24.25,179.25,50.0
-24.25,179.75,50.0
-23.75,-179.75,50.73
-23.75,-179.25,50.73
-23.75,-178.75,50.88
-23.75,-178.25,50.88
-23.75,-177.75,50.59
-23.75,-177.25,50.59
-23.75,-176.75,52.93
-23.75,-176.25,52.93
-23.75,-175.75,54.99
-23.75,-175.25,54.99
-23.75,-174.75,55.28
-23.75,-174.25,55.28
-23.75,-173.75,51.76
-23.75,-173.25,51.76
-23.75,-172.75,50.73
-23.75,-172.25,50.73
-23.75,-171.75,53.52
-23.75,-171.25,53.52
-23.75,-170.75,52.79
-23.75,-170.25,52.79
-23.75,-169.75,53.67
-23.75,-169.25,53.67
-23.75,-168.75,53.52
-23.75,-168.25,53.52
-23.75,-167.75,58.94
-23.75,-167.25,58.94
-23.75,-166.75,59.24
-23.75,-166.25,59.24
-23.75,-165.75,62.02
-23.75,-165.25,62.02
-23.75,-164.75,62.76
-23.75,-164.25,62.76
-23.75,-163.75,59.53
-23.75,-163.25,59.53
-23.75,-162.75,60.56
-23.75,-162.25,60.56
-23.75,-161.75,64.52
-23.75,-161.25,64.52
-23.75,-160.75,61.58
-23.75,-160.25,61.58
-23.75,-159.75,62.61
-23.75,-159.25,62.61
-23.75,-158.75,64.66
-23.75,-158.25,64.66
-23.75,-157.75,63.93
-23.75,-157.25,63.93
-23.75,-156.75,62.02
-23.75,-156.25,62.02
-23.75,-155.75,62.02
-23.75,-155.25,62.02
-23.75,-154.75,61.58
-23.75,-154.25,61.58
-23.75,-153.75,63.93
-23.75,-153.25,63.93
-23.75,-152.75,62.9
-23.75,-152.25,62.9
-23.75,-151.75,61.29
-23.75,-151.25,61.29
-23.75,-150.75,61.0
-23.75,-150.25,61.0
-23.75,-149.75,59.82
-23.75,-149.25,59.82
-23.75,-148.75,59.53
-23.75,-148.25,59.53
-23.75,-147.75,61.29
-23.75,-147.25,61.29
-23.75,-146.75,60.56
-23.75,-146.25,60.56
-23.75,-145.75,60.7
-23.75,-145.25,60.7
-23.75,-144.75,60.85
-23.75,-144.25,60.85
-23.75,-143.75,60.12
-23.75,-143.25,60.12
-23.75,-142.75,58.5
-23.75,-142.25,58.5
-23.75,-141.75,58.5
-23.75,-141.25,58.5
-23.75,-140.75,56.6
-23.75,-140.25,56.6
-23.75,-139.75,54.25
-23.75,-139.25,54.25
-23.75,-138.75,55.28
-23.75,-138.25,55.28
-23.75,-137.75,52.49
-23.75,-137.25,52.49
-23.75,-136.75,51.91
-23.75,-136.25,51.91
-23.75,-135.75,49.27
-23.75,-135.25,49.27
-23.75,-134.75,49.12
-23.75,-134.25,49.12
-23.75,-133.75,47.21
-23.75,-133.25,47.21
-23.75,-132.75,44.57
-23.75,-132.25,44.57
-23.75,-131.75,43.26
-23.75,-131.25,43.26
-23.75,-130.75,44.13
-23.75,-130.25,44.13
-23.75,-129.75,40.91
-23.75,-129.25,40.91
-23.75,-128.75,38.71
-23.75,-128.25,38.71
-23.75,-127.75,38.42
-23.75,-127.25,38.42
-23.75,-126.75,37.24
-23.75,-126.25,37.24
-23.75,-125.75,36.8
-23.75,-125.25,36.8
-23.75,-124.75,38.12
-23.75,-124.25,38.12
-23.75,-123.75,37.83
-23.75,-123.25,37.83
-23.75,-122.75,36.51
-23.75,-122.25,36.51
-23.75,-121.75,34.31
-23.75,-121.25,34.31
-23.75,-120.75,33.43
-23.75,-120.25,33.43
-23.75,-119.75,31.23
-23.75,-119.25,31.23
-23.75,-118.75,29.47
-23.75,-118.25,29.47
-23.75,-117.75,27.71
-23.75,-117.25,27.71
-23.75,-116.75,25.22
-23.75,-116.25,25.22
-23.75,-115.75,22.87
-23.75,-115.25,22.87
-23.75,-114.75,26.25
-23.75,-114.25,26.25
-23.75,-113.75,26.98
-23.75,-113.25,26.98
-23.75,-112.75,26.54
-23.75,-112.25,26.54
-23.75,-111.75,29.77
-23.75,-111.25,29.77
-23.75,-110.75,29.33
-23.75,-110.25,29.33
-23.75,-109.75,28.74
-23.75,-109.25,28.74
-23.75,-108.75,28.89
-23.75,-108.25,28.89
-23.75,-107.75,25.37
-23.75,-107.25,25.37
-23.75,-106.75,26.54
-23.75,-106.25,26.54
-23.75,-105.75,26.39
-23.75,-105.25,26.39
-23.75,-104.75,25.95
-23.75,-104.25,25.95
-23.75,-103.75,25.37
-23.75,-103.25,25.37
-23.75,-102.75,24.49
-23.75,-102.25,24.49
-23.75,-101.75,26.69
-23.75,-101.25,26.69
-23.75,-100.75,28.45
-23.75,-100.25,28.45
-23.75,-99.75,27.13
-23.75,-99.25,27.13
-23.75,-98.75,32.26
-23.75,-98.25,32.26
-23.75,-97.75,30.5
-23.75,-97.25,30.5
-23.75,-96.75,30.06
-23.75,-96.25,30.06
-23.75,-95.75,32.11
-23.75,-95.25,32.11
-23.75,-94.75,29.77
-23.75,-94.25,29.77
-23.75,-93.75,28.89
-23.75,-93.25,28.89
-23.75,-92.75,32.11
-23.75,-92.25,32.11
-23.75,-91.75,33.28
-23.75,-91.25,33.28
-23.75,-90.75,34.31
-23.75,-90.25,34.31
-23.75,-89.75,34.02
-23.75,-89.25,34.02
-23.75,-88.75,34.46
-23.75,-88.25,34.46
-23.75,-87.75,37.54
-23.75,-87.25,37.54
-23.75,-86.75,36.95
-23.75,-86.25,36.95
-23.75,-85.75,38.71
-23.75,-85.25,38.71
-23.75,-84.75,40.32
-23.75,-84.25,40.32
-23.75,-83.75,40.62
-23.75,-83.25,40.62
-23.75,-82.75,40.91
-23.75,-82.25,40.91
-23.75,-81.75,45.45
-23.75,-81.25,45.45
-23.75,-80.75,48.97
-23.75,-80.25,48.97
-23.75,-79.75,52.05
-23.75,-79.25,52.05
-23.75,-78.75,52.93
-23.75,-78.25,52.93
-23.75,-77.75,57.92
-23.75,-77.25,57.92
-23.75,-76.75,56.45
-23.75,-76.25,56.45
-23.75,-75.75,55.57
-23.75,-75.25,55.57
-23.75,-74.75,54.69
-23.75,-74.25,54.69
-23.75,-73.75,49.56
-23.75,-73.25,49.56
-23.75,-72.75,47.95
-23.75,-72.25,47.95
-23.75,-71.75,50.73
-23.75,-71.25,50.73
-23.75,-70.75,44.28
-23.75,-70.25,44.28
-23.75,-69.75,25.37
-23.75,-69.25,25.37
-23.75,-68.75,13.64
-23.75,-68.25,13.64
-23.75,-67.75,32.11
-23.75,-67.25,32.11
-23.75,-66.75,59.38
-23.75,-66.25,59.38
-23.75,-65.75,69.94
-23.75,-65.25,69.94
-23.75,-64.75,79.62
-23.75,-64.25,79.62
-23.75,-63.75,68.48
-23.75,-63.25,68.48
-23.75,-62.75,54.69
-23.75,-62.25,54.69
-23.75,-61.75,47.36
-23.75,-61.25,47.36
-23.75,-60.75,47.8
-23.75,-60.25,47.8
-23.75,-59.75,46.77
-23.75,-59.25,46.77
-23.75,-58.75,46.77
-23.75,-58.25,46.77
-23.75,-57.75,48.68
-23.75,-57.25,48.68
-23.75,-56.75,52.93
-23.75,-56.25,52.93
-23.75,-55.75,56.16
-23.75,-55.25,56.16
-23.75,-54.75,62.46
-23.75,-54.25,62.46
-23.75,-53.75,63.93
-23.75,-53.25,63.93
-23.75,-52.75,63.49
-23.75,-52.25,63.49
-23.75,-51.75,63.64
-23.75,-51.25,63.64
-23.75,-50.75,64.22
-23.75,-50.25,64.22
-23.75,-49.75,68.48
-23.75,-49.25,68.48
-23.75,-48.75,70.23
-23.75,-48.25,70.23
-23.75,-47.75,71.99
-23.75,-47.25,71.99
-23.75,-46.75,74.78
-23.75,-46.25,74.78
-23.75,-45.75,69.58
-23.75,-45.25,69.58
-23.75,139.25,23.45
-23.75,139.75,23.45
-23.75,140.25,25.48
-23.75,140.75,25.48
-23.75,141.25,23.39
-23.75,141.75,23.39
-23.75,142.25,23.51
-23.75,142.75,23.51
-23.75,143.25,25.07
-23.75,143.75,25.07
-23.75,144.25,25.22
-23.75,144.75,25.22
-23.75,145.25,26.25
-23.75,145.75,26.25
-23.75,146.25,26.1
-23.75,146.75,26.1
-23.75,147.25,28.74
-23.75,147.75,28.74
-23.75,148.25,29.62
-23.75,148.75,29.62
-23.75,149.25,27.42
-23.75,149.75,27.42
-23.75,150.25,26.25
-23.75,150.75,26.25
-23.75,151.25,30.5
-23.75,151.75,30.5
-23.75,152.25,35.19
-23.75,152.75,35.19
-23.75,153.25,35.63
-23.75,153.75,35.63
-23.75,154.25,37.39
-23.75,154.75,37.39
-23.75,155.25,36.22
-23.75,155.75,36.22
-23.75,156.25,32.84
-23.75,156.75,32.84
-23.75,157.25,36.66
-23.75,157.75,36.66
-23.75,158.25,40.32
-23.75,158.75,40.32
-23.75,159.25,39.0
-23.75,159.75,39.0
-23.75,160.25,41.06
-23.75,160.75,41.06
-23.75,161.25,42.08
-23.75,161.75,42.08
-23.75,162.25,42.82
-23.75,162.75,42.82
-23.75,163.25,42.23
-23.75,163.75,42.23
-23.75,164.25,42.38
-23.75,164.75,42.38
-23.75,165.25,44.28
-23.75,165.75,44.28
-23.75,166.25,42.67
-23.75,166.75,42.67
-23.75,167.25,40.47
-23.75,167.75,40.47
-23.75,168.25,42.38
-23.75,168.75,42.38
-23.75,169.25,45.45
-23.75,169.75,45.45
-23.75,170.25,44.13
-23.75,170.75,44.13
-23.75,171.25,48.09
-23.75,171.75,48.09
-23.75,172.25,47.8
-23.75,172.75,47.8
-23.75,173.25,48.68
-23.75,173.75,48.68
-23.75,174.25,51.76
-23.75,174.75,51.76
-23.75,175.25,47.95
-23.75,175.75,47.95
-23.75,176.25,47.8
-23.75,176.75,47.8
-23.75,177.25,50.59
-23.75,177.75,50.59
-23.75,178.25,49.41
-23.75,178.75,49.41
-23.75,179.25,52.79
-23.75,179.75,52.79
-23.25,-179.75,50.73
-23.25,-179.25,50.73
-23.25,-178.75,50.88
-23.25,-178.25,50.88
-23.25,-177.75,50.59
-23.25,-177.25,50.59
-23.25,-176.75,52.93
-23.25,-176.25,52.93
-23.25,-175.75,54.99
-23.25,-175.25,54.99
-23.25,-174.75,55.28
-23.25,-174.25,55.28
-23.25,-173.75,51.76
-23.25,-173.25,51.76
-23.25,-172.75,50.73
-23.25,-172.25,50.73
-23.25,-171.75,53.52
-23.25,-171.25,53.52
-23.25,-170.75,52.79
-23.25,-170.25,52.79
-23.25,-169.75,53.67
-23.25,-169.25,53.67
-23.25,-168.75,53.52
-23.25,-168.25,53.52
-23.25,-167.75,58.94
-23.25,-167.25,58.94
-23.25,-166.75,59.24
-23.25,-166.25,59.24
-23.25,-165.75,62.02
-23.25,-165.25,62.02
-23.25,-164.75,62.76
-23.25,-164.25,62.76
-23.25,-163.75,59.53
-23.25,-163.25,59.53
-23.25,-162.75,60.56
-23.25,-162.25,60.56
-23.25,-161.75,64.52
-23.25,-161.25,64.52
-23.25,-160.75,61.58
-23.25,-160.25,61.58
-23.25,-159.75,62.61
-23.25,-159.25,62.61
-23.25,-158.75,64.66
-23.25,-158.25,64.66
-23.25,-157.75,63.93
-23.25,-157.25,63.93
-23.25,-156.75,62.02
-23.25,-156.25,62.02
-23.25,-155.75,62.02
-23.25,-155.25,62.02
-23.25,-154.75,61.58
-23.25,-154.25,61.58
-23.25,-153.75,63.93
-23.25,-153.25,63.93
-23.25,-152.75,62.9
-23.25,-152.25,62.9
-23.25,-151.75,61.29
-23.25,-151.25,61.29
-23.25,-150.75,61.0
-23.25,-150.25,61.0
-23.25,-149.75,59.82
-23.25,-149.25,59.82
-23.25,-148.75,59.53
-23.25,-148.25,59.53
-23.25,-147.75,61.29
-23.25,-147.25,61.29
-23.25,-146.75,60.56
-23.25,-146.25,60.56
-23.25,-145.75,60.7
-23.25,-145.25,60.7
-23.25,-144.75,60.85
-23.25,-144.25,60.85
-23.25,-143.75,60.12
-23.25,-143.25,60.12
-23.25,-142.75,58.5
-23.25,-142.25,58.5
-23.25,-141.75,58.5
-23.25,-141.25,58.5
-23.25,-140.75,56.6
-23.25,-140.25,56.6
-23.25,-139.75,54.25
-23.25,-139.25,54.25
-23.25,-138.75,55.28
-23.25,-138.25,55.28
-23.25,-137.75,52.49
-23.25,-137.25,52.49
-23.25,-136.75,51.91
-23.25,-136.25,51.91
-23.25,-135.75,49.27
-23.25,-135.25,49.27
-23.25,-134.75,49.12
-23.25,-134.25,49.12
-23.25,-133.75,47.21
-23.25,-133.25,47.21
-23.25,-132.75,44.57
-23.25,-132.25,44.57
-23.25,-131.75,43.26
-23.25,-131.25,43.26
-23.25,-130.75,44.13
-23.25,-130.25,44.13
-23.25,-129.75,40.91
-23.25,-129.25,40.91
-23.25,-128.75,38.71
-23.25,-128.25,38.71
-23.25,-127.75,38.42
-23.25,-127.25,38.42
-23.25,-126.75,37.24
-23.25,-126.25,37.24
-23.25,-125.75,36.8
-23.25,-125.25,36.8
-23.25,-124.75,38.12
-23.25,-124.25,38.12
-23.25,-123.75,37.83
-23.25,-123.25,37.83
-23.25,-122.75,36.51
-23.25,-122.25,36.51
-23.25,-121.75,34.31
-23.25,-121.25,34.31
-23.25,-120.75,33.43
-23.25,-120.25,33.43
-23.25,-119.75,31.23
-23.25,-119.25,31.23
-23.25,-118.75,29.47
-23.25,-118.25,29.47
-23.25,-117.75,27.71
-23.25,-117.25,27.71
-23.25,-116.75,25.22
-23.25,-116.25,25.22
-23.25,-115.75,22.87
-23.25,-115.25,22.87
-23.25,-114.75,26.25
-23.25,-114.25,26.25
-23.25,-113.75,26.98
-23.25,-113.25,26.98
-23.25,-112.75,26.54
-23.25,-112.25,26.54
-23.25,-111.75,29.77
-23.25,-111.25,29.77
-23.25,-110.75,29.33
-23.25,-110.25,29.33
-23.25,-109.75,28.74
-23.25,-109.25,28.74
-23.25,-108.75,28.89
-23.25,-108.25,28.89
-23.25,-107.75,25.37
-23.25,-107.25,25.37
-23.25,-106.75,26.54
-23.25,-106.25,26.54
-23.25,-105.75,26.39
-23.25,-105.25,26.39
-23.25,-104.75,25.95
-23.25,-104.25,25.95
-23.25,-103.75,25.37
-23.25,-103.25,25.37
-23.25,-102.75,24.49
-23.25,-102.25,24.49
-23.25,-101.75,26.69
-23.25,-101.25,26.69
-23.25,-100.75,28.45
-23.25,-100.25,28.45
-23.25,-99.75,27.13
-23.25,-99.25,27.13
-23.25,-98.75,32.26
-23.25,-98.25,32.26
-23.25,-97.75,30.5
-23.25,-97.25,30.5
-23.25,-96.75,30.06
-23.25,-96.25,30.06
-23.25,-95.75,32.11
-23.25,-95.25,32.11
-23.25,-94.75,29.77
-23.25,-94.25,29.77
-23.25,-93.75,28.89
-23.25,-93.25,28.89
-23.25,-92.75,32.11
-23.25,-92.25,32.11
-23.25,-91.75,33.28
-23.25,-91.25,33.28
-23.25,-90.75,34.31
-23.25,-90.25,34.31
-23.25,-89.75,34.02
-23.25,-89.25,34.02
-23.25,-88.75,34.46
-23.25,-88.25,34.46
-23.25,-87.75,37.54
-23.25,-87.25,37.54
-23.25,-86.75,36.95
-23.25,-86.25,36.95
-23.25,-85.75,38.71
-23.25,-85.25,38.71
-23.25,-84.75,40.32
-23.25,-84.25,40.32
-23.25,-83.75,40.62
-23.25,-83.25,40.62
-23.25,-82.75,40.91
-23.25,-82.25,40.91
-23.25,-81.75,45.45
-23.25,-81.25,45.45
-23.25,-80.75,48.97
-23.25,-80.25,48.97
-23.25,-79.75,52.05
-23.25,-79.25,52.05
-23.25,-78.75,52.93
-23.25,-78.25,52.93
-23.25,-77.75,57.92
-23.25,-77.25,57.92
-23.25,-76.75,56.45
-23.25,-76.25,56.45
-23.25,-75.75,55.57
-23.25,-75.25,55.57
-23.25,-74.75,54.69
-23.25,-74.25,54.69
-23.25,-73.75,49.56
-23.25,-73.25,49.56
-23.25,-72.75,47.95
-23.25,-72.25,47.95
-23.25,-71.75,50.73
-23.25,-71.25,50.73
-23.25,-70.75,44.28
-23.25,-70.25,44.28
-23.25,-69.75,25.37
-23.25,-69.25,25.37
-23.25,-68.75,13.64
-23.25,-68.25,13.64
-23.25,-67.75,32.11
-23.25,-67.25,32.11
-23.25,-66.75,59.38
-23.25,-66.25,59.38
-23.25,-65.75,69.94
-23.25,-65.25,69.94
-23.25,-64.75,79.62
-23.25,-64.25,79.62
-23.25,-63.75,68.48
-23.25,-63.25,68.48
-23.25,-62.75,54.69
-23.25,-62.25,54.69
-23.25,-61.75,47.36
-23.25,-61.25,47.36
-23.25,-60.75,47.8
-23.25,-60.25,47.8
-23.25,-59.75,46.77
-23.25,-59.25,46.77
-23.25,-58.75,46.77
-23.25,-58.25,46.77
-23.25,-57.75,48.68
-23.25,-57.25,48.68
-23.25,-56.75,52.93
-23.25,-56.25,52.93
-23.25,-55.75,56.16
-23.25,-55.25,56.16
-23.25,-54.75,62.46
-23.25,-54.25,62.46
-23.25,-53.75,63.93
-23.25,-53.25,63.93
-23.25,-52.75,63.49
-23.25,-52.25,63.49
-23.25,-51.75,63.64
-23.25,-51.25,63.64
-23.25,-50.75,64.22
-23.25,-50.25,64.22
-23.25,-49.75,68.48
-23.25,-49.25,68.48
-23.25,-48.75,70.23
-23.25,-48.25,70.23
-23.25,-47.75,71.99
-23.25,-47.25,71.99
-23.25,-46.75,74.78
-23.25,-46.25,74.78
-23.25,-45.75,69.58
-23.25,-45.25,69.58
-23.25,139.25,23.45
-23.25,139.75,23.45
-23.25,140.25,25.48
-23.25,140.75,25.48
-23.25,141.25,23.39
-23.25,141.75,23.39
-23.25,142.25,23.51
-23.25,142.75,23.51
-23.25,143.25,25.07
-23.25,143.75,25.07
-23.25,144.25,25.22
-23.25,144.75,25.22
-23.25,145.25,26.25
-23.25,145.75,26.25
-23.25,146.25,26.1
-23.25,146.75,26.1
-23.25,147.25,28.74
-23.25,147.75,28.74
-23.25,148.25,29.62
-23.25,148.75,29.62
-23.25,149.25,27.42
-23.25,149.75,27.42
-23.25,150.25,26.25
-23.25,150.75,26.25
-23.25,151.25,30.5
-23.25,151.75,30.5
-23.25,152.25,35.19
-23.25,152.75,35.19
-23.25,153.25,35.63
-23.25,153.75,35.63
-23.25,154.25,37.39
-23.25,154.75,37.39
-23.25,155.25,36.22
-23.25,155.75,36.22
-23.25,156.25,32.84
-23.25,156.75,32.84
-23.25,157.25,36.66
-23.25,157.75,36.66
-23.25,158.25,40.32
-23.25,158.75,40.32
-23.25,159.25,39.0
-23.25,159.75,39.0
-23.25,160.25,41.06
-23.25,160.75,41.06
-23.25,161.25,42.08
-23.25,161.75,42.08
-23.25,162.25,42.82
-23.25,162.75,42.82
-23.25,163.25,42.23
-23.25,163.75,42.23
-23.25,164.25,42.38
-23.25,164.75,42.38
-23.25,165.25,44.28
-23.25,165.75,44.28
-23.25,166.25,42.67
-23.25,166.75,42.67
-23.25,167.25,40.47
-23.25,167.75,40.47
-23.25,168.25,42.38
-23.25,168.75,42.38
-23.25,169.25,45.45
-23.25,169.75,45.45
-23.25,170.25,44.13
-23.25,170.75,44.13
-23.25,171.25,48.09
-23.25,171.75,48.09
-23.25,172.25,47.8
-23.25,172.75,47.8
-23.25,173.25,48.68
-23.25,173.75,48.68
-23.25,174.25,51.76
-23.25,174.75,51.76
-23.25,175.25,47.95
-23.25,175.75,47.95
-23.25,176.25,47.8
-23.25,176.75,47.8
-23.25,177.25,50.59
-23.25,177.75,50.59
-23.25,178.25,49.41
-23.25,178.75,49.41
-23.25,179.25,52.79
-23.25,179.75,52.79
-22.75,-179.75,51.32
-22.75,-179.25,51.32
-22.75,-178.75,54.69
-22.75,-178.25,54.69
-22.75,-177.75,51.32
-22.75,-177.25,51.32
-22.75,-176.75,55.87
-22.75,-176.25,55.87
-22.75,-175.75,55.28
-22.75,-175.25,55.28
-22.75,-174.75,55.57
-22.75,-174.25,55.57
-22.75,-173.75,54.55
-22.75,-173.25,54.55
-22.75,-172.75,54.4
-22.75,-172.25,54.4
-22.75,-171.75,56.6
-22.75,-171.25,56.6
-22.75,-170.75,58.94
-22.75,-170.25,58.94
-22.75,-169.75,59.53
-22.75,-169.25,59.53
-22.75,-168.75,59.97
-22.75,-168.25,59.97
-22.75,-167.75,59.68
-22.75,-167.25,59.68
-22.75,-166.75,59.82
-22.75,-166.25,59.82
-22.75,-165.75,61.0
-22.75,-165.25,61.0
-22.75,-164.75,63.49
-22.75,-164.25,63.49
-22.75,-163.75,61.73
-22.75,-163.25,61.73
-22.75,-162.75,61.73
-22.75,-162.25,61.73
-22.75,-161.75,61.44
-22.75,-161.25,61.44
-22.75,-160.75,62.02
-22.75,-160.25,62.02
-22.75,-159.75,64.81
-22.75,-159.25,64.81
-22.75,-158.75,61.44
-22.75,-158.25,61.44
-22.75,-157.75,64.66
-22.75,-157.25,64.66
-22.75,-156.75,62.46
-22.75,-156.25,62.46
-22.75,-155.75,62.61
-22.75,-155.25,62.61
-22.75,-154.75,61.73
-22.75,-154.25,61.73
-22.75,-153.75,64.22
-22.75,-153.25,64.22
-22.75,-152.75,62.61
-22.75,-152.25,62.61
-22.75,-151.75,59.97
-22.75,-151.25,59.97
-22.75,-150.75,61.29
-22.75,-150.25,61.29
-22.75,-149.75,62.02
-22.75,-149.25,62.02
-22.75,-148.75,60.56
-22.75,-148.25,60.56
-22.75,-147.75,59.97
-22.75,-147.25,59.97
-22.75,-146.75,59.68
-22.75,-146.25,59.68
-22.75,-145.75,57.62
-22.75,-145.25,57.62
-22.75,-144.75,58.21
-22.75,-144.25,58.21
-22.75,-143.75,58.8
-22.75,-143.25,58.8
-22.75,-142.75,58.36
-22.75,-142.25,58.36
-22.75,-141.75,54.84
-22.75,-141.25,54.84
-22.75,-140.75,54.99
-22.75,-140.25,54.99
-22.75,-139.75,52.64
-22.75,-139.25,52.64
-22.75,-138.75,51.76
-22.75,-138.25,51.76
-22.75,-137.75,50.15
-22.75,-137.25,50.15
-22.75,-136.75,48.97
-22.75,-136.25,48.97
-22.75,-135.75,47.21
-22.75,-135.25,47.21
-22.75,-134.75,43.99
-22.75,-134.25,43.99
-22.75,-133.75,43.4
-22.75,-133.25,43.4
-22.75,-132.75,42.23
-22.75,-132.25,42.23
-22.75,-131.75,43.55
-22.75,-131.25,43.55
-22.75,-130.75,39.59
-22.75,-130.25,39.59
-22.75,-129.75,42.23
-22.75,-129.25,42.23
-22.75,-128.75,40.18
-22.75,-128.25,40.18
-22.75,-127.75,37.68
-22.75,-127.25,37.68
-22.75,-126.75,34.6
-22.75,-126.25,34.6
-22.75,-125.75,37.1
-22.75,-125.25,37.1
-22.75,-124.75,36.8
-22.75,-124.25,36.8
-22.75,-123.75,34.9
-22.75,-123.25,34.9
-22.75,-122.75,36.07
-22.75,-122.25,36.07
-22.75,-121.75,31.09
-22.75,-121.25,31.09
-22.75,-120.75,31.23
-22.75,-120.25,31.23
-22.75,-119.75,28.59
-22.75,-119.25,28.59
-22.75,-118.75,24.34
-22.75,-118.25,24.34
-22.75,-117.75,25.51
-22.75,-117.25,25.51
-22.75,-116.75,28.01
-22.75,-116.25,28.01
-22.75,-115.75,29.91
-22.75,-115.25,29.91
-22.75,-114.75,29.33
-22.75,-114.25,29.33
-22.75,-113.75,26.39
-22.75,-113.25,26.39
-22.75,-112.75,26.25
-22.75,-112.25,26.25
-22.75,-111.75,26.39
-22.75,-111.25,26.39
-22.75,-110.75,26.83
-22.75,-110.25,26.83
-22.75,-109.75,27.27
-22.75,-109.25,27.27
-22.75,-108.75,25.95
-22.75,-108.25,25.95
-22.75,-107.75,24.34
-22.75,-107.25,24.34
-22.75,-106.75,27.13
-22.75,-106.25,27.13
-22.75,-105.75,25.37
-22.75,-105.25,25.37
-22.75,-104.75,25.22
-22.75,-104.25,25.22
-22.75,-103.75,23.31
-22.75,-103.25,23.31
-22.75,-102.75,26.98
-22.75,-102.25,26.98
-22.75,-101.75,26.83
-22.75,-101.25,26.83
-22.75,-100.75,28.59
-22.75,-100.25,28.59
-22.75,-99.75,30.21
-22.75,-99.25,30.21
-22.75,-98.75,30.65
-22.75,-98.25,30.65
-22.75,-97.75,26.83
-22.75,-97.25,26.83
-22.75,-96.75,29.33
-22.75,-96.25,29.33
-22.75,-95.75,29.47
-22.75,-95.25,29.47
-22.75,-94.75,31.67
-22.75,-94.25,31.67
-22.75,-93.75,30.5
-22.75,-93.25,30.5
-22.75,-92.75,31.67
